trading_date,session,block_high,block_high_first,block_low,block_low_first,block_open,block_close,block_range_pips,block_return_pips,daily_range_pips,contribution_pct
2000-06-04,NY,0.9461,0.9436,0.9416,0.9435,0.9435,0.9461,7.000000000000339,26.00000000000047,14.999999999999458,46.666666666670615
2000-06-04,Post-Asia,0.946,0.9444,0.9444,0.9444,0.9444,0.9447,1.9999999999997797,2.9999999999996696,14.999999999999458,13.333333333332348
2000-06-04,Post-London,0.9451,0.9446,0.9423,0.9445,0.9446,0.9434,6.000000000000449,-11.999999999999789,14.999999999999458,40.00000000000444
2000-06-04,Post-NY,0.949,0.9461,0.9445,0.9461,0.9461,0.9483,11.999999999999789,21.999999999999797,14.999999999999458,80.00000000000148
2000-06-05,Asia,0.9467,0.9465,0.9458,0.9458,0.9458,0.9463,7.000000000000339,5.0000000000005596,15.000000000000568,46.66666666666716
2000-06-05,London,0.9516,0.9468,0.9459,0.9467,0.9467,0.9466,6.000000000000449,-0.9999999999998899,15.000000000000568,40.00000000000148
2000-06-05,NY,0.9603,0.9478,0.9476,0.9478,0.9478,0.96,15.000000000000568,121.99999999999989,15.000000000000568,100.0
2000-06-05,Post-Asia,0.9481,0.9462,0.9461,0.9462,0.9462,0.9472,10.000000000000009,10.000000000000009,15.000000000000568,66.6666666666642
2000-06-05,Post-London,0.9484,0.9465,0.9456,0.9465,0.9465,0.9479,3.00000000000078,13.999999999999568,15.000000000000568,20.00000000000444
2000-06-05,Post-NY,0.9598,0.9481,0.946,0.9476,0.9481,0.9549,10.000000000000009,67.99999999999918,15.000000000000568,66.6666666666642
2000-06-06,Asia,0.9555,0.9553,0.9535,0.9553,0.9553,0.9535,4.999999999999449,-18.000000000000238,35.00000000000058,14.285714285712475
2000-06-06,London,0.9595,0.9565,0.9555,0.9555,0.9555,0.9577,35.00000000000058,21.999999999999797,35.00000000000058,100.0
2000-06-06,NY,0.9606,0.9566,0.9538,0.9565,0.9566,0.9572,10.999999999999899,6.000000000000449,35.00000000000058,31.428571428570617
2000-06-06,Post-Asia,0.9545,0.9539,0.9537,0.9537,0.9537,0.9545,1.9999999999997797,8.00000000000023,35.00000000000058,5.71428571428499
2000-06-06,Post-London,0.9576,0.9576,0.9554,0.9576,0.9576,0.9565,5.0000000000005596,-10.999999999999899,35.00000000000058,14.285714285715647
2000-06-06,Post-NY,0.9631,0.9547,0.954,0.9547,0.9547,0.962,15.000000000000568,72.99999999999973,35.00000000000058,42.857142857143764
2000-06-07,Asia,0.9598,0.9598,0.9587,0.9598,0.9598,0.9596,6.000000000000449,-1.9999999999997797,24.00000000000069,25.000000000001155
2000-06-07,London,0.9595,0.9574,0.9573,0.9573,0.9574,0.959,5.0000000000005596,15.999999999999348,24.00000000000069,20.833333333335066
2000-06-07,NY,0.9704,0.9674,0.9513,0.9669,0.9669,0.9535,21.999999999999797,-133.9999999999997,24.00000000000069,91.66666666666319
2000-06-07,Post-Asia,0.9594,0.9594,0.9594,0.9594,0.9594,0.9594,0.0,0.0,24.00000000000069,0.0
2000-06-07,Post-London,0.9671,0.9588,0.9584,0.9588,0.9588,0.9667,24.00000000000069,79.00000000000018,24.00000000000069,100.0
2000-06-07,Post-NY,0.963,0.9625,0.9512,0.9622,0.9622,0.9563,14.999999999999458,-59.00000000000016,24.00000000000069,62.49999999999595
2000-06-08,Asia,0.9561,0.9552,0.9545,0.9551,0.9552,0.9554,4.999999999999449,1.9999999999997797,16.00000000000046,31.249999999995666
2000-06-08,London,0.9559,0.9554,0.9537,0.9554,0.9554,0.9558,2.9999999999996696,3.9999999999995595,16.00000000000046,18.7499999999974
2000-06-08,NY,0.9535,0.9516,0.9463,0.9516,0.9516,0.9517,16.00000000000046,0.9999999999998899,16.00000000000046,100.0
2000-06-08,Post-London,0.9559,0.9559,0.952,0.9559,0.9559,0.9521,6.000000000000449,-38.000000000000256,16.00000000000046,37.500000000001734
2000-06-08,Post-NY,0.9563,0.9563,0.9507,0.9563,0.9563,0.9523,8.00000000000023,-40.000000000000036,16.00000000000046,50.0
2000-06-09,Post-NY,0.9548,0.9543,0.9538,0.9538,0.9538,0.9548,5.0000000000005596,10.000000000000009,5.0000000000005596,100.0
2000-06-11,Asia,0.9527,0.9527,0.9494,0.9522,0.9525,0.9505,8.999999999999009,-20.000000000000018,10.000000000000009,89.99999999999001
2000-06-11,London,0.9546,0.95,0.9496,0.9499,0.9499,0.9538,6.000000000000449,39.00000000000014,10.000000000000009,60.00000000000444
2000-06-11,NY,0.9554,0.9528,0.9524,0.9528,0.9528,0.954,7.000000000000339,11.999999999999789,10.000000000000009,70.00000000000333
2000-06-11,Post-Asia,0.9507,0.9507,0.9498,0.9506,0.9506,0.9498,5.0000000000005596,-8.00000000000023,10.000000000000009,50.00000000000555
2000-06-11,Post-London,0.9551,0.9538,0.9518,0.9535,0.9537,0.9529,10.000000000000009,-8.00000000000023,10.000000000000009,100.0
2000-06-11,Post-NY,0.9562,0.9535,0.9522,0.9535,0.9535,0.9542,8.00000000000023,7.000000000000339,10.000000000000009,80.00000000000223
2000-06-12,Asia,0.9537,0.9537,0.9523,0.9536,0.9537,0.9534,3.9999999999995595,-2.9999999999996696,16.00000000000046,24.99999999999653
2000-06-12,London,0.96,0.955,0.9545,0.9549,0.9549,0.9571,16.00000000000046,21.999999999999797,16.00000000000046,100.0
2000-06-12,NY,0.9628,0.9585,0.9577,0.9584,0.9585,0.9606,10.999999999999899,20.999999999999908,16.00000000000046,68.7499999999974
2000-06-12,Post-Asia,0.9556,0.9533,0.953,0.9533,0.9533,0.9548,5.0000000000005596,14.999999999999458,16.00000000000046,31.250000000002604
2000-06-12,Post-London,0.9595,0.9571,0.9569,0.9569,0.957,0.9586,3.9999999999995595,16.00000000000046,16.00000000000046,24.99999999999653
2000-06-12,Post-NY,0.9627,0.954,0.9533,0.954,0.954,0.9599,7.000000000000339,59.00000000000016,16.00000000000046,43.75000000000087
2000-06-13,Asia,0.9619,0.9597,0.9596,0.9596,0.9597,0.9616,4.00000000000067,19.000000000000128,14.000000000000679,28.571428571431973
2000-06-13,London,0.9655,0.9642,0.9623,0.9641,0.9642,0.9625,6.999999999999229,-16.99999999999924,14.000000000000679,49.99999999999207
2000-06-13,NY,0.9651,0.9641,0.9577,0.9641,0.9641,0.9597,14.000000000000679,-43.999999999999595,14.000000000000679,100.0
2000-06-13,Post-Asia,0.965,0.9615,0.9608,0.9615,0.9615,0.9641,10.000000000000009,25.999999999999357,14.000000000000679,71.42857142856803
2000-06-13,Post-London,0.9649,0.9626,0.9626,0.9626,0.9626,0.9643,5.0000000000005596,17.000000000000348,14.000000000000679,35.71428571428798
2000-06-13,Post-NY,0.9611,0.9597,0.9574,0.9597,0.9597,0.958,8.00000000000023,-17.000000000000348,14.000000000000679,57.14285714285601
2000-06-14,Asia,0.9583,0.9575,0.9571,0.9575,0.9575,0.958,5.0000000000005596,4.999999999999449,10.000000000000009,50.00000000000555
2000-06-14,London,0.9607,0.9583,0.9531,0.9583,0.9583,0.9545,10.000000000000009,-38.000000000000256,10.000000000000009,100.0
2000-06-14,NY,0.9555,0.9524,0.952,0.952,0.9524,0.9525,5.999999999999339,0.9999999999998899,10.000000000000009,59.999999999993335
2000-06-14,Post-Asia,0.9586,0.958,0.9576,0.958,0.958,0.9582,2.9999999999996696,2.00000000000089,10.000000000000009,29.999999999996668
2000-06-14,Post-London,0.9545,0.9544,0.9504,0.9542,0.9544,0.9534,6.000000000000449,-10.000000000000009,10.000000000000009,60.00000000000444
2000-06-14,Post-NY,0.9583,0.9577,0.9523,0.9576,0.9577,0.9548,4.00000000000067,-29.000000000000135,10.000000000000009,40.000000000006665
2000-06-15,Asia,0.9548,0.9539,0.9537,0.9539,0.9539,0.9539,3.00000000000078,0.0,11.999999999999789,25.00000000000694
2000-06-15,London,0.9536,0.9532,0.9523,0.9532,0.9532,0.9533,3.9999999999995595,0.9999999999998899,11.999999999999789,33.33333333333025
2000-06-15,NY,0.9623,0.9569,0.9563,0.9564,0.9564,0.9611,9.000000000000119,46.99999999999926,11.999999999999789,75.0000000000023
2000-06-15,Post-London,0.9595,0.9539,0.9538,0.9538,0.9538,0.9563,10.000000000000009,25.000000000000576,11.999999999999789,83.33333333333488
2000-06-15,Post-NY,0.9661,0.9547,0.9535,0.9547,0.9547,0.9649,11.999999999999789,101.99999999999987,11.999999999999789,100.0
2000-06-16,Post-NY,0.9649,0.9649,0.9649,0.9649,0.9649,0.9649,0.0,0.0,0.0,0.0
2000-06-18,Asia,0.9662,0.965,0.9646,0.965,0.965,0.9649,2.9999999999996696,-0.9999999999998899,10.999999999999899,27.272727272724516
2000-06-18,London,0.9694,0.967,0.9632,0.967,0.967,0.9638,5.999999999999339,-31.999999999999808,10.999999999999899,54.54545454544903
2000-06-18,NY,0.9644,0.9643,0.9589,0.9643,0.9643,0.9604,10.999999999999899,-39.00000000000014,10.999999999999899,100.0
2000-06-18,Post-Asia,0.9676,0.965,0.9649,0.965,0.965,0.9671,4.999999999999449,20.999999999999908,10.999999999999899,45.45454545454087
2000-06-18,Post-London,0.9649,0.9638,0.9634,0.9637,0.9637,0.9641,5.0000000000005596,3.9999999999995595,10.999999999999899,45.45454545455096
2000-06-18,Post-NY,0.9652,0.9647,0.9567,0.9647,0.9647,0.9569,10.999999999999899,-78.00000000000028,10.999999999999899,100.0
2000-06-19,Asia,0.9586,0.9585,0.9574,0.9584,0.9585,0.9583,3.00000000000078,-1.9999999999997797,11.999999999999789,25.00000000000694
2000-06-19,London,0.9617,0.9575,0.9562,0.9571,0.9575,0.9579,11.999999999999789,3.9999999999995595,11.999999999999789,100.0
2000-06-19,NY,0.9575,0.9543,0.9532,0.9542,0.9543,0.9561,8.00000000000023,17.999999999999126,11.999999999999789,66.66666666666976
2000-06-19,Post-Asia,0.9585,0.9584,0.9575,0.9584,0.9584,0.9576,3.00000000000078,-8.00000000000023,11.999999999999789,25.00000000000694
2000-06-19,Post-London,0.9584,0.9578,0.9538,0.9578,0.9578,0.9544,11.000000000001009,-33.99999999999959,11.999999999999789,91.66666666667669
2000-06-19,Post-NY,0.9589,0.9571,0.9541,0.957,0.957,0.955,6.000000000000449,-20.000000000000018,11.999999999999789,50.00000000000463
2000-06-20,Asia,0.9534,0.9534,0.9509,0.9532,0.9534,0.9516,4.999999999999449,-18.000000000000238,14.000000000000679,35.714285714280045
2000-06-20,London,0.9534,0.9515,0.9509,0.9514,0.9514,0.9519,6.000000000000449,4.999999999999449,14.000000000000679,42.85714285714399
2000-06-20,NY,0.9476,0.9476,0.9453,0.9476,0.9476,0.9464,6.000000000000449,-11.999999999999789,14.000000000000679,42.85714285714399
2000-06-20,Post-Asia,0.9522,0.9517,0.9508,0.9517,0.9517,0.9513,10.000000000000009,-3.9999999999995595,14.000000000000679,71.42857142856803
2000-06-20,Post-London,0.9527,0.9518,0.9465,0.9517,0.9518,0.9475,7.000000000000339,-42.9999999999997,14.000000000000679,50.0
2000-06-20,Post-NY,0.955,0.9549,0.9433,0.9549,0.9549,0.9445,14.000000000000679,-103.99999999999964,14.000000000000679,100.0
2000-06-21,Asia,0.9471,0.9447,0.9442,0.9446,0.9446,0.9467,7.000000000000339,20.999999999999908,20.999999999999908,33.3333333333351
2000-06-21,London,0.9468,0.9462,0.9427,0.946,0.9462,0.9432,5.0000000000005596,-30.00000000000003,20.999999999999908,23.809523809526578
2000-06-21,NY,0.9441,0.9409,0.9384,0.9408,0.9409,0.9394,6.999999999999229,-14.999999999999458,20.999999999999908,33.333333333329804
2000-06-21,Post-Asia,0.9476,0.9468,0.9461,0.9468,0.9468,0.9466,7.000000000000339,-1.9999999999997797,20.999999999999908,33.3333333333351
2000-06-21,Post-London,0.9442,0.9433,0.9388,0.9433,0.9433,0.9408,10.999999999999899,-25.000000000000576,20.999999999999908,52.38095238095213
2000-06-21,Post-NY,0.9459,0.9444,0.9349,0.9442,0.9444,0.9357,20.999999999999908,-87.00000000000041,20.999999999999908,100.0
2000-06-22,Asia,0.9377,0.9377,0.9354,0.9376,0.9376,0.9365,10.000000000000009,-10.999999999999899,11.999999999999789,83.33333333333488
2000-06-22,London,0.939,0.9376,0.9353,0.9374,0.9374,0.9383,5.999999999999339,9.000000000000119,11.999999999999789,49.999999999995374
2000-06-22,NY,0.9426,0.9422,0.9364,0.9422,0.9422,0.9366,10.000000000000009,-56.0000000000005,11.999999999999789,83.33333333333488
2000-06-22,Post-Asia,0.9376,0.9364,0.9363,0.9364,0.9364,0.9375,7.000000000000339,10.999999999999899,11.999999999999789,58.33333333333719
2000-06-22,Post-London,0.9433,0.9386,0.9372,0.9383,0.9384,0.9427,11.999999999999789,42.9999999999997,11.999999999999789,100.0
2000-06-22,Post-NY,0.9379,0.9358,0.9342,0.9358,0.9358,0.9367,7.000000000000339,9.000000000000119,11.999999999999789,58.33333333333719
2000-06-25,Asia,0.9374,0.9363,0.9359,0.9363,0.9363,0.9362,1.9999999999997797,-0.9999999999998899,10.000000000000009,19.99999999999778
2000-06-25,London,0.9379,0.9372,0.9299,0.9372,0.9372,0.9311,9.000000000000119,-60.99999999999994,10.000000000000009,90.00000000000111
2000-06-25,NY,0.9383,0.9332,0.9323,0.933,0.933,0.9381,9.000000000000119,50.999999999999936,10.000000000000009,90.00000000000111
2000-06-25,Post-Asia,0.9371,0.9361,0.9357,0.9361,0.9361,0.9371,6.000000000000449,10.000000000000009,10.000000000000009,60.00000000000444
2000-06-25,Post-London,0.9343,0.9312,0.9309,0.9311,0.9312,0.9329,10.000000000000009,16.99999999999924,10.000000000000009,100.0
2000-06-25,Post-NY,0.9399,0.9362,0.9358,0.9362,0.9362,0.937,9.000000000000119,8.00000000000023,10.000000000000009,90.00000000000111
2000-06-26,Asia,0.9391,0.9382,0.9379,0.9382,0.9382,0.9387,1.9999999999997797,4.999999999999449,24.999999999999467,7.9999999999992895
2000-06-26,London,0.9419,0.939,0.9384,0.939,0.939,0.9407,5.0000000000005596,17.000000000000348,24.999999999999467,20.000000000002665
2000-06-26,NY,0.9447,0.9408,0.9374,0.9407,0.9407,0.9429,24.999999999999467,21.999999999999797,24.999999999999467,100.0
2000-06-26,Post-Asia,0.9398,0.9388,0.9387,0.9388,0.9388,0.9389,4.00000000000067,0.9999999999998899,24.999999999999467,16.00000000000302
2000-06-26,Post-London,0.9418,0.9406,0.9397,0.9406,0.9406,0.9408,4.999999999999449,1.9999999999997797,24.999999999999467,19.999999999998224
2000-06-26,Post-NY,0.9472,0.9371,0.9367,0.937,0.9371,0.9463,9.000000000000119,91.99999999999986,24.999999999999467,36.00000000000124
2000-06-27,Asia,0.9461,0.9461,0.9452,0.9461,0.9461,0.9456,1.9999999999997797,-5.0000000000005596,14.000000000000679,14.28571428571202
2000-06-27,London,0.947,0.9465,0.9431,0.9465,0.9465,0.9436,6.000000000000449,-29.000000000000135,14.000000000000679,42.85714285714399
2000-06-27,NY,0.9466,0.9419,0.94,0.9414,0.9414,0.9461,10.000000000000009,47.00000000000038,14.000000000000679,71.42857142856803
2000-06-27,Post-Asia,0.947,0.9455,0.9453,0.9454,0.9454,0.9464,2.9999999999996696,10.000000000000009,14.000000000000679,21.42857142856803
2000-06-27,Post-London,0.9437,0.9437,0.9409,0.9434,0.9435,0.9415,6.000000000000449,-20.000000000000018,14.000000000000679,42.85714285714399
2000-06-27,Post-NY,0.947,0.9462,0.9394,0.9462,0.9462,0.9407,14.000000000000679,-55.000000000000604,14.000000000000679,100.0
2000-06-28,Asia,0.9437,0.943,0.9421,0.943,0.943,0.9436,2.9999999999996696,6.000000000000449,11.999999999999789,24.999999999997687
2000-06-28,London,0.9482,0.9438,0.9418,0.9438,0.9438,0.9481,9.000000000000119,43.00000000000082,11.999999999999789,75.0000000000023
2000-06-28,NY,0.954,0.9513,0.9504,0.9513,0.9513,0.9523,11.999999999999789,10.000000000000009,11.999999999999789,100.0
2000-06-28,Post-Asia,0.9449,0.9435,0.9431,0.9435,0.9435,0.9437,4.999999999999449,1.9999999999997797,11.999999999999789,41.66666666666281
2000-06-28,Post-London,0.952,0.9489,0.9482,0.9483,0.9483,0.9512,10.999999999999899,29.000000000000135,11.999999999999789,91.66666666666744
2000-06-28,Post-NY,0.9529,0.9408,0.9407,0.9407,0.9408,0.9523,6.000000000000449,115.00000000000065,11.999999999999789,50.00000000000463
2000-06-29,Asia,0.9533,0.9533,0.9515,0.9531,0.9531,0.9526,3.9999999999995595,-4.999999999999449,11.999999999999789,33.33333333333025
2000-06-29,London,0.9603,0.954,0.9518,0.9537,0.9537,0.9594,10.000000000000009,57.000000000000384,11.999999999999789,83.33333333333488
2000-06-29,NY,0.9604,0.9554,0.9551,0.9552,0.9554,0.958,10.999999999999899,25.999999999999357,11.999999999999789,91.66666666666744
2000-06-29,Post-Asia,0.9536,0.9525,0.9523,0.9525,0.9525,0.9536,2.00000000000089,10.999999999999899,11.999999999999789,16.666666666674377
2000-06-29,Post-London,0.9595,0.9595,0.9553,0.9593,0.9595,0.9553,10.000000000000009,-41.999999999999815,11.999999999999789,83.33333333333488
2000-06-29,Post-NY,0.9585,0.9524,0.9509,0.9524,0.9524,0.9538,11.999999999999789,13.999999999999568,11.999999999999789,100.0
2000-07-02,Asia,0.9549,0.9529,0.9528,0.9529,0.9529,0.9545,5.999999999999339,16.00000000000046,8.00000000000023,74.9999999999896
2000-07-02,London,0.954,0.954,0.951,0.954,0.954,0.9511,8.00000000000023,-29.000000000000135,8.00000000000023,100.0
2000-07-02,NY,0.953,0.9501,0.9485,0.95,0.9501,0.9515,6.000000000000449,14.000000000000679,8.00000000000023,75.00000000000347
2000-07-02,Post-Asia,0.9545,0.9543,0.953,0.9543,0.9543,0.9541,2.9999999999996696,-2.00000000000089,8.00000000000023,37.4999999999948
2000-07-02,Post-London,0.952,0.951,0.9488,0.951,0.951,0.95,6.000000000000449,-10.000000000000009,8.00000000000023,75.00000000000347
2000-07-02,Post-NY,0.9532,0.9526,0.951,0.9526,0.9526,0.9522,5.0000000000005596,-3.9999999999995595,8.00000000000023,62.50000000000521
2000-07-03,Asia,0.9502,0.9501,0.9475,0.9501,0.9501,0.9482,14.999999999999458,-18.99999999999902,14.999999999999458,100.0
2000-07-03,London,0.9494,0.9474,0.9469,0.9474,0.9474,0.9485,3.9999999999995595,10.999999999999899,14.999999999999458,26.666666666664696
2000-07-03,NY,0.9499,0.9497,0.9497,0.9497,0.9497,0.9498,1.9999999999997797,0.9999999999998899,14.999999999999458,13.333333333332348
2000-07-03,Post-Asia,0.9486,0.9483,0.9467,0.9483,0.9483,0.9475,3.9999999999995595,-8.00000000000023,14.999999999999458,26.666666666664696
2000-07-03,Post-London,0.9488,0.9485,0.9474,0.9484,0.9484,0.948,2.9999999999996696,-4.00000000000067,14.999999999999458,19.99999999999852
2000-07-03,Post-NY,0.9511,0.9508,0.9499,0.9508,0.9508,0.9499,2.00000000000089,-9.000000000000119,14.999999999999458,13.333333333339748
2000-07-04,Asia,0.9531,0.9518,0.9515,0.9517,0.9517,0.9524,3.00000000000078,7.000000000000339,8.00000000000023,37.50000000000867
2000-07-04,London,0.9557,0.9526,0.9526,0.9526,0.9526,0.9553,7.000000000000339,27.000000000000355,8.00000000000023,87.50000000000173
2000-07-04,NY,0.9573,0.9546,0.9535,0.9545,0.9545,0.9566,8.00000000000023,20.999999999999908,8.00000000000023,100.0
2000-07-04,Post-Asia,0.9527,0.9526,0.9517,0.9525,0.9525,0.9525,3.9999999999995595,0.0,8.00000000000023,49.99999999999306
2000-07-04,Post-London,0.9561,0.9553,0.9541,0.955,0.9552,0.9546,6.000000000000449,-6.000000000000449,8.00000000000023,75.00000000000347
2000-07-04,Post-NY,0.9569,0.9516,0.9513,0.9516,0.9516,0.953,6.000000000000449,13.999999999999568,8.00000000000023,75.00000000000347
2000-07-05,Asia,0.9539,0.9536,0.9523,0.9536,0.9536,0.9531,3.9999999999995595,-5.0000000000005596,10.000000000000009,39.99999999999556
2000-07-05,London,0.9598,0.9542,0.9541,0.9541,0.9542,0.9579,8.00000000000023,36.999999999999254,10.000000000000009,80.00000000000223
2000-07-05,NY,0.957,0.9563,0.9535,0.9562,0.9563,0.9557,7.000000000000339,-6.000000000000449,10.000000000000009,70.00000000000333
2000-07-05,Post-Asia,0.9548,0.9532,0.953,0.9532,0.9532,0.9543,4.00000000000067,10.999999999999899,10.000000000000009,40.000000000006665
2000-07-05,Post-London,0.9585,0.9581,0.9553,0.9579,0.958,0.9564,10.000000000000009,-15.999999999999348,10.000000000000009,100.0
2000-07-05,Post-NY,0.9559,0.9532,0.95,0.9531,0.9532,0.9505,9.000000000000119,-27.000000000000355,10.000000000000009,90.00000000000111
2000-07-06,Asia,0.9517,0.9505,0.9502,0.9504,0.9504,0.9505,3.00000000000078,0.9999999999998899,20.999999999999908,14.285714285718063
2000-07-06,London,0.9518,0.9489,0.9479,0.9488,0.9489,0.9509,4.999999999999449,20.000000000000018,20.999999999999908,23.80952380952129
2000-07-06,NY,0.9526,0.9493,0.9459,0.9492,0.9493,0.9502,20.999999999999908,9.000000000000119,20.999999999999908,100.0
2000-07-06,Post-Asia,0.9508,0.9504,0.9488,0.9504,0.9504,0.949,2.00000000000089,-14.000000000000679,20.999999999999908,9.523809523813803
2000-07-06,Post-London,0.9515,0.9506,0.9484,0.9506,0.9506,0.9492,7.000000000000339,-13.999999999999568,20.999999999999908,33.3333333333351
2000-07-06,Post-NY,0.9513,0.9509,0.9468,0.9509,0.9509,0.9476,6.999999999999229,-32.999999999999694,20.999999999999908,33.333333333329804
2000-07-09,Asia,0.95,0.949,0.9481,0.949,0.949,0.95,2.9999999999996696,10.000000000000009,10.000000000000009,29.999999999996668
2000-07-09,London,0.9535,0.9535,0.9509,0.9535,0.9535,0.9522,5.0000000000005596,-12.999999999999678,10.000000000000009,50.00000000000555
2000-07-09,NY,0.9527,0.9525,0.9515,0.9524,0.9525,0.9515,5.0000000000005596,-10.000000000000009,10.000000000000009,50.00000000000555
2000-07-09,Post-Asia,0.954,0.9502,0.9501,0.9502,0.9502,0.9536,9.000000000000119,33.99999999999959,10.000000000000009,90.00000000000111
2000-07-09,Post-London,0.953,0.9521,0.9512,0.9521,0.9521,0.9525,7.000000000000339,4.00000000000067,10.000000000000009,70.00000000000333
2000-07-09,Post-NY,0.9557,0.9494,0.9489,0.9494,0.9494,0.9556,10.000000000000009,61.99999999999983,10.000000000000009,100.0
2000-07-10,Asia,0.9552,0.9545,0.9543,0.9545,0.9545,0.9545,1.9999999999997797,0.0,7.000000000000339,28.57142857142404
2000-07-10,London,0.9569,0.9564,0.9535,0.9562,0.9562,0.9544,7.000000000000339,-18.000000000000238,7.000000000000339,100.0
2000-07-10,NY,0.954,0.9529,0.9503,0.9527,0.9527,0.9513,6.000000000000449,-13.999999999999568,7.000000000000339,85.71428571428798
2000-07-10,Post-Asia,0.9566,0.9545,0.9538,0.9545,0.9545,0.9561,5.999999999999339,15.999999999999348,7.000000000000339,85.71428571427212
2000-07-10,Post-London,0.9555,0.9543,0.9525,0.9542,0.9543,0.9528,6.999999999999229,-15.000000000000568,7.000000000000339,99.99999999998414
2000-07-10,Post-NY,0.9556,0.9555,0.9496,0.9555,0.9555,0.9531,5.0000000000005596,-24.00000000000069,7.000000000000339,71.42857142857596
2000-07-11,Asia,0.952,0.9519,0.95,0.9519,0.9519,0.9504,3.00000000000078,-14.999999999999458,11.000000000001009,27.27272727273186
2000-07-11,London,0.9505,0.9497,0.948,0.9497,0.9497,0.95,7.000000000000339,2.9999999999996696,11.000000000001009,63.63636363636088
2000-07-11,NY,0.9506,0.9506,0.9431,0.9504,0.9505,0.9431,7.999999999999119,-73.99999999999962,11.000000000001009,72.72727272725805
2000-07-11,Post-Asia,0.9513,0.9504,0.9495,0.9503,0.9503,0.9498,4.999999999999449,-5.0000000000005596,11.000000000001009,45.45454545453628
2000-07-11,Post-London,0.9517,0.9501,0.9487,0.9499,0.9499,0.9506,4.00000000000067,7.000000000000339,11.000000000001009,36.36363636363912
2000-07-11,Post-NY,0.953,0.953,0.9396,0.953,0.953,0.9428,11.000000000001009,-101.99999999999987,11.000000000001009,100.0
2000-07-12,Asia,0.9419,0.9414,0.9403,0.9414,0.9414,0.9417,2.9999999999996696,2.9999999999996696,12.000000000000899,24.999999999995374
2000-07-12,London,0.9425,0.9419,0.937,0.9417,0.9417,0.9381,10.000000000000009,-35.99999999999937,12.000000000000899,83.33333333332716
2000-07-12,NY,0.9374,0.9358,0.9332,0.9356,0.9358,0.9361,12.000000000000899,3.00000000000078,12.000000000000899,100.0
2000-07-12,Post-Asia,0.9418,0.9416,0.9405,0.9416,0.9416,0.9416,3.9999999999995595,0.0,12.000000000000899,33.33333333332716
